     14100             0.84105             0.63079            -4.87812
     14200             0.82611             0.61958            -4.86268
     14300             0.81351             0.61013            -4.84681
     14400             0.81121             0.60841            -4.85992
     14500             0.81788             0.61341            -4.88147
     14600             0.81297             0.60972            -4.88695
     14700             0.80096             0.60072            -4.89551
     14800             0.81947             0.61460            -4.89074
     14900             0.83487             0.62615            -4.89625
     15000             0.81918             0.61438            -4.86392
