     0.0369117502      0.0000000000
     0.0615195837      0.0000000000
     0.0861274172      0.0000000000
     0.1107352506      0.0000000000
     0.1353430841      0.0000000000
     0.1599509176      0.0000000000
     0.1845587511      0.0000000000
     0.2091665845      0.0000000000
     0.2337744180      0.0000000000
     0.2583822515      0.0000000000
     0.2829900850      0.0000000000
     0.3075979184      0.0000000000
     0.3322057519      0.0000000000
     0.3568135854      0.0000000000
     0.3814214189      0.0000000000
     0.4060292523      0.0000000000
     0.4306370858      0.0000000000
     0.4552449193      0.0000000000
     0.4798527528      0.0000000000
     0.5044605862      0.0000000000
     0.5290684197      0.0000000000
     0.5536762532      0.0000000000
     0.5782840867      0.0000000000
     0.6028919201      0.0000000000
     0.6274997536      0.0000000000
     0.6521075871      0.0000000000
     0.6767154206      0.0000000000
     0.7013232540      0.0000000000
     0.7259310875      0.0000000000
     0.7505389210      0.0000000000
     0.7751467545      0.0000000000
     0.7997545879      0.0000000000
     0.8243624214      0.0000000000
     0.8489702549      0.0000000000
     0.8735780884      0.0000000000
     0.8981859218      0.0006413234
     0.9227937553      0.0039492540
     0.9474015888      0.0645597929
     0.9720094223      0.3655307054
     0.9966172557      1.0952011093
     1.0212250892      2.1523474288
     1.0458329227      3.1444915396
     1.0704407562      3.7152378655
     1.0950485896      3.9222877753
     1.1196564231      3.8520705997
     1.1442642566      3.4826974386
     1.1688720901      3.1130418216
     1.1934799235      2.7297325793
     1.2180877570      2.3834351054
     1.2426955905      2.0683521691
     1.2673034240      1.7906862033
     1.2919112574      1.6090422172
     1.3165190909      1.4409438956
     1.3411269244      1.3034034137
     1.3657347579      1.1474276050
     1.3903425913      1.0659517150
     1.4149504248      0.9992205561
     1.4395582583      0.9172903518
     1.4641660918      0.8892510519
     1.4887739252      0.8518109280
     1.5133817587      0.8134920294
     1.5379895922      0.8104176551
     1.5625974257      0.7984439768
     1.5872052591      0.8224512223
     1.6118130926      0.8255121700
     1.6364209261      0.8375825259
     1.6610287596      0.8747412148
     1.6856365930      0.9062022442
     1.7102444265      0.9324962414
     1.7348522600      0.9745652515
     1.7594600935      1.0255484178
     1.7840679269      1.0536978869
     1.8086757604      1.1166403176
     1.8332835939      1.1994002061
     1.8578914274      1.2526799629
     1.8824992608      1.3091333279
     1.9071070943      1.3572244858
     1.9317149278      1.4077249000
     1.9563227613      1.4482409800
     1.9809305947      1.4795973647
     2.0055384282      1.4929084311
     2.0301462617      1.5239740287
     2.0547540952      1.5320536167
     2.0793619286      1.5223335428
     2.1039697621      1.5251529201
     2.1285775956      1.5109914614
     2.1531854291      1.4667755288
     2.1777932625      1.4286882899
     2.2024010960      1.3966743092
     2.2270089295      1.3387505942
     2.2516167630      1.2965341343
     2.2762245964      1.2332015907
     2.3008324299      1.2036900426
     2.3254402634      1.1602665778
     2.3500480969      1.1173578436
     2.3746559303      1.0749599802
     2.3992637638      1.0453378051
     2.4238715973      1.0273029443
     2.4484794308      1.0017086858
     2.4730872642      0.9834808653
     2.4976950977      0.9800387388
     2.5223029312      0.9712567618
     2.5469107646      0.9885129258
     2.5715185981      0.9843164133
     2.5961264316      0.9969128834
     2.6207342651      1.0125562428
     2.6453420985      1.0268561972
     2.6699499320      1.0338181444
     2.6945577655      1.0666157466
     2.7191655990      1.0778384651
     2.7437734324      1.1032998032
     2.7683812659      1.1254278971
     2.7929890994      1.1382841618
     2.8175969329      1.1555074103
     2.8422047663      1.1744000389
     2.8668125998      1.1782799838
     2.8914204333      1.1899657083
     2.9160282668      1.2022773743
     2.9406361002      1.2043188147
     2.9652439337      1.2151893818
     2.9898517672      1.2042981084
     3.0144596007      1.2140404204
     3.0390674341      1.2187168027
     3.0636752676      1.1978120646
     3.0882831011      1.1854180845
     3.1128909346      1.1740389915
     3.1374987680      1.1727774815
     3.1621066015      1.1534827008
     3.1867144350      1.1225155161
     3.2113222685      1.1182224023
     3.2359301019      1.0949304655
     3.2605379354      1.0761051915
     3.2851457689      1.0601640779
     3.3097536024      1.0506221093
     3.3343614358      1.0339620719
     3.3589692693      1.0305620004
     3.3835771028      1.0234903728
     3.4081849363      1.0164702487
     3.4327927697      1.0097650468
     3.4574006032      1.0197035153
     3.4820084367      1.0160105264
     3.5066162702      1.0176643517
     3.5312241036      1.0152523846
     3.5558319371      1.0303853026
     3.5804397706      1.0330608479
     3.6050476041      1.0362841867
     3.6296554375      1.0448630663
     3.6542632710      1.0465694567
     3.6788711045      1.0636774004
     3.7034789380      1.0656217785
     3.7280867714      1.0616148235
     3.7526946049      1.0787836896
     3.7773024384      1.0759791823
     3.8019102719      1.0925042656
     3.8265181053      1.0860247405
     3.8511259388      1.0963492545
     3.8757337723      1.0960774154
     3.9003416058      1.0962012997
     3.9249494392      1.0976969395
     3.9495572727      1.1011931592
     3.9741651062      1.0928235714
     3.9987729397      1.0907563470
     4.0233807731      1.0840071053
     4.0479886066      1.0774829549
     4.0725964401      1.0703193608
     4.0972042736      1.0639276969
     4.1218121070      1.0604594613
     4.1464199405      1.0438620659
     4.1710277740      1.0387192154
     4.1956356075      1.0356088574
     4.2202434409      1.0370030998
     4.2448512744      1.0246845351
     4.2694591079      1.0229691862
     4.2940669414      1.0153750946
     4.3186747748      1.0073323323
     4.3432826083      1.0099523315
     4.3678904418      1.0073780416
     4.3924982753      1.0082438846
     4.4171061087      1.0106191064
     4.4417139422      1.0158041601
     4.4663217757      1.0067166259
     4.4909296092      1.0157633419
     4.5155374426      1.0157482549
     4.5401452761      1.0181713932
     4.5647531096      1.0271506135
     4.5893609431      1.0274408622
     4.6139687765      1.0240572862
     4.6385766100      1.0249558833
     4.6631844435      1.0309656576
     4.6877922770      1.0345092207
     4.7124001104      1.0433399285
     4.7370079439      1.0347533403
     4.7616157774      1.0370137454
     4.7862236109      1.0363271740
     4.8108314443      1.0469795901
     4.8354392778      1.0421925323
     4.8600471113      1.0439215997
     4.8846549448      1.0466798119
     4.9092627782      1.0445214409
     4.9338706117      1.0340751415
     4.9584784452      1.0360847675
     4.9830862787      1.0301591602
     5.0076941121      1.0292103332
     5.0323019456      1.0183418568
     5.0569097791      1.0141912448
     5.0815176126      1.0110348873
     5.1061254460      1.0114741562
     5.1307332795      1.0010481550
     5.1553411130      1.0007714644
     5.1799489465      1.0066159011
     5.2045567799      0.9988769373
     5.2291646134      1.0008038866
     5.2537724469      0.9990987483
     5.2783802804      0.9995267768
     5.3029881138      0.9995910685
     5.3275959473      0.9993745434
     5.3522037808      0.9994900060
     5.3768116143      0.9987740153
     5.4014194477      0.9980561548
     5.4260272812      1.0045682884
     5.4506351147      1.0053493670
     5.4752429482      1.0054113595
     5.4998507816      1.0062188429
     5.5244586151      1.0028778302
     5.5490664486      1.0064541543
     5.5736742821      1.0066056278
     5.5982821155      1.0091093883
     5.6228899490      1.0074395989
     5.6474977825      1.0187306031
     5.6721056160      1.0114543783
     5.6967134494      1.0082275801
     5.7213212829      1.0102587025
     5.7459291164      1.0070307950
     5.7705369499      1.0057089912
     5.7951447833      1.0057906848
     5.8197526168      1.0062475065
     5.8443604503      1.0037903972
     5.8689682838      1.0051695070
     5.8935761172      1.0017089210
     5.9181839507      0.9984778326
     5.9427917842      0.9997195786
     5.9673996177      0.9999697408
     5.9920074511      0.9942159630
     6.0166152846      0.9938612061
     6.0412231181      0.9893466107
     6.0658309516      0.9903566993
     6.0904387850      0.9906556232
     6.1150466185      0.9874446256
     6.1396544520      0.9884945516
     6.1642622855      0.9884273575
     6.1888701189      0.9878436614
     6.2134779524      0.9824805098
     6.2380857859      0.9859666295
     6.2626936194      0.9901460616
     6.2873014528      0.9852116384
     6.3119092863      0.9866731500
